기준_년분기_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,자치구,행정동,상권명,상권분류,면적(㎡),검색어,위도,경도,연도,일평균_매출_금액,일최대_매출_금액,일평균_매출_건수,일최대_매출_건수,총점
20201,예술학원,52961797,189,52961797,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,7565971,17697826,27,53,0
20201,스포츠 강습,33431070,276,33431070,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,4775867.143,16555785,39.42857143,116,0
20201,스포츠클럽,11186817,60,11186817,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,1598116.714,7286623,8.571428571,35,0
20201,자동차수리,109626685,564,79904126,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,15660955,24362944,80.57142857,138,1
20201,미용실,82169594,1505,47754462,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,11738513.43,20009264,215,296,2
20201,세탁소,1186492,48,1186492,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,169498.8571,759355,6.857142857,32,2
20201,여관,129736434,1604,75617396,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,18533776.29,31585488,229.1428571,390,0
20201,편의점,931661191,149556,642709465,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,133094455.9,151902827,21365.14286,22543,8
20201,의료기기,1795145091,604,1795145091,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,256449298.7,1795145091,86.28571429,604,1
20201,화초,1319847,18,439949,마포구,합정동,합정역 8번,골목상권,173803,서울 마포구 합정동 합정역 8번,37.54934165,126.912841,2020,188549.5714,879898,2.571428571,9,3
